Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
2252,LO,Ani Oogiot,3.0,0.559,0.463,,-11.841,1,0.0257,0.201,0.00226,0.122,0.155,99.014,229520.0,4,6
2253,POORSTACY,Choose Life,54.0,0.548,0.967,1.0,-2.759,0,0.0898,0.00364,,0.461,0.526,105.949,129340.0,4,10
2254,Laura Marling,Strange Girl,54.0,0.682,0.74,2.0,-9.886,1,0.0445,0.286,2.13e-06,0.0812,0.904,98.999,201893.0,4,1
2255,Grateful Dead,St. Stephen - 2013 Remaster,45.0,0.394,0.366,9.0,-12.883,1,0.0472,0.552,9.3e-06,0.0991,0.549,91.259,267507.0,4,10
2256,Black Label Society,Stillborn,62.0,0.585,0.881,5.0,-4.719,0,0.0366,2.27e-05,0.000939,0.376,0.425,107.028,196040.0,4,8
2257,Tame Impala,Remember Me,52.0,0.631,0.851,7.0,-5.871,1,0.04,0.392,0.0647,0.57,0.469,107.008,261040.0,4,10
2258,Doyle Bramhall,Life by the Drop,41.0,0.511,0.686,1.0,-5.02,0,0.0278,0.017,0.00265,0.119,0.309,110.509,185693.0,4,2
2259,Omer Adam,בחורים טובים,37.0,0.436,0.437,1.0,-6.702,0,0.0409,0.696,,0.0695,0.407,149.596,194760.0,4,9
2260,Loverground,Be Patient,52.0,0.688,0.462,,-13.723,1,0.032,0.224,0.217,0.0987,0.35,114.036,216794.0,4,6
2261,Idan Amedi,אין אותך,30.0,0.483,0.666,4.0,-6.612,0,0.0342,0.611,,0.104,0.421,90.181,233840.0,3,9
2262,The Rolling Stones,Brown Sugar - 2005 Digital Remaster,47.0,0.654,0.873,,-6.01,1,0.0329,0.219,2.85e-05,0.0838,0.967,128.899,229627.0,4,10
2263,White Trash,Apple Pie,33.0,0.631,0.885,,-9.799,1,0.0901,0.0378,0.000673,0.209,0.62,108.604,247693.0,4,10
2264,Durukan Betses,Çakal,18.0,0.709,0.679,4.0,-7.576,0,0.033,0.000244,0.209,0.222,0.308,109.963,245375.0,4,10
2265,הלם תרבות,אלף קנאים,23.0,0.753,0.722,10.0,-5.348,0,0.305,0.533,,0.599,0.858,92.152,260543.0,4,5
2266,Young Stoner Life,Slam The Door,65.0,0.915,0.527,10.0,-10.292,0,0.321,0.09,,0.0959,0.764,119.936,188440.0,4,5
2267,Somerset,Кайманы,30.0,0.621,0.76,11.0,-7.493,0,0.0345,0.000168,0.225,0.14,0.839,119.993,244000.0,4,6
2268,AleXa,Is It On,27.0,0.755,0.779,9.0,-3.913,0,0.149,0.0534,2.54e-05,0.1,0.472,99.962,224853.0,4,9
2269,grandson,Identity,52.0,0.495,0.731,8.0,-6.304,1,0.0458,0.000348,,0.0598,0.284,120.004,216000.0,4,10
2270,Ben Kweller,American Cigarettes,42.0,0.692,0.488,7.0,-7.007,1,0.0341,0.00516,,0.113,0.291,144.06,222500.0,4,6
2271,King Princess,PAIN,57.0,0.584,0.857,6.0,-5.236,1,0.0699,0.00547,0.000463,0.13,0.544,103.517,218200.0,4,6
2272,The Doors,Roadhouse Blues - New Stereo Mix,47.0,0.602,0.668,9.0,-8.023,1,0.0308,0.0929,4.79e-06,0.0708,0.753,120.229,248147.0,4,10
2273,Blackalicious,Swan Lake,51.0,0.894,0.53,9.0,-9.995,0,0.22,0.121,0.012,0.353,0.627,95.864,339387.0,4,5
2274,Jeremy Zucker,HONEST,67.0,0.744,0.627,11.0,-6.882,1,0.265,0.13,,0.0993,0.781,99.977,2.95051667,4,9
2275,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),86.0,0.655,0.469,,-6.257,1,0.0292,0.173,,0.0956,0.467,92.56,161385.0,4,10
2276,Trisha Yearwood,Shallow (The Duet with Garth Brooks and Trisha Yearwood),60.0,0.359,0.392,5.0,-7.879,1,0.0292,0.569,,0.112,0.369,95.494,3.697816667,4,4
2277,Lush,Desire Lines,46.0,0.376,0.663,9.0,-5.451,0,0.0325,0.000167,0.00479,0.075,0.0725,121.049,459173.0,4,6
2278,The Amazons,Mother,44.0,0.429,0.873,5.0,-6.121,1,0.0539,0.00362,0.299,0.111,0.439,79.529,305345.0,4,10
2279,Дурной Вкус,звук и темнота,45.0,0.537,0.751,4.0,-6.36,0,0.0331,0.346,0.845,0.0944,0.776,163.963,210732.0,4,6
2280,Advaita,Gamapani,6.0,0.677,0.736,4.0,-9.916,1,0.0432,0.274,0.146,0.195,0.974,129.933,1.365333333,4,0
2281,JayWood,What You Do To Me,35.0,0.495,0.868,7.0,-5.122,1,0.0621,0.124,0.815,0.0916,0.668,81.024,254024.0,4,1
2282,Savannah Conley,Being Around You,26.0,0.598,0.591,8.0,-5.387,1,0.0262,0.179,0.00066,0.0714,0.467,93.071,178484.0,3,6
2283,Public Image Ltd.,Rise,52.0,0.533,0.739,7.0,-9.361,1,0.0561,0.00299,3.69e-06,0.475,0.636,86.345,378373.0,4,1
2284,Lior Narkis,חלקת אלוהים - השיר של אופיר,44.0,0.479,0.444,,-6.497,1,0.0316,0.857,,0.141,0.236,107.915,174242.0,4,9
2285,Zeev Tene,Beirut,18.0,0.76,0.713,2.0,-11.087,1,0.0318,0.00248,,0.122,0.881,99.032,149813.0,4,6
2286,Simon Provencher,Mesures,7.0,0.321,0.43,,-12.999,0,0.0336,0.726,0.889,0.142,0.244,132.396,155705.0,3,6
2287,Kishore Kumar,Zindagi Milke Bitayenge - Sad Version / Satte Pe Satta / Soundtrack Version,16.0,0.305,0.044,3.0,-16.577,0,0.0367,0.932,0.000103,0.151,0.219,92.074,1.796,5,3
2288,boy pablo,wachito rico,59.0,0.702,0.748,9.0,-9.304,1,0.0463,0.0334,0.00296,0.104,0.967,123.02,214146.0,4,6
2289,Zara Larsson,Morning,34.0,0.619,0.631,11.0,-6.018,1,0.104,0.131,1.18e-06,0.246,0.772,106.309,175305.0,4,9
2290,Nürnberg,Viera,29.0,0.469,0.827,9.0,-4.363,0,0.0343,0.000307,0.000801,0.189,0.698,154.908,182029.0,4,6
2291,Ariana Grande,god is a woman - live,53.0,0.498,0.836,10.0,-5.224,0,0.0669,0.158,6.59e-06,0.971,0.279,144.882,3.551133333,4,9
2292,Nana Adjoa,No Room,49.0,0.561,0.439,9.0,-12.044,1,0.0369,0.458,0.0503,0.105,0.307,145.425,209839.0,3,1
2293,Deathbeds AU,Enough Isn't Enough,17.0,0.374,0.982,10.0,-3.753,0,0.145,0.00113,6.87e-05,0.311,0.0945,178.013,200254.0,4,8
2294,Whitesnake,Here I Go Again - 2018 Remaster,70.0,0.292,0.823,7.0,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395.0,4,10
2295,Kevo Muney,I Got Feelings,50.0,0.803,0.545,10.0,-8.822,1,0.279,0.0336,,0.112,0.0993,144.01,183230.0,4,5
2296,Etherius,The Rivers of Sand and Blood,27.0,0.302,0.963,1.0,-6.881,0,0.142,1.26e-05,0.866,0.361,0.0901,200.051,206093.0,4,8
2297,2WEI,Boom Boom,59.0,0.485,0.737,2.0,-7.572,1,0.0943,0.00731,0.00313,0.0757,0.143,155.718,172987.0,4,2
2298,Jack Harlow,Already Best Friends (feat. Chris Brown),77.0,0.873,0.575,10.0,-7.284,0,0.0702,0.0891,,0.108,0.872,103.005,197031.0,4,5
2299,Pretty Sick,Superstar,47.0,0.554,0.606,7.0,-5.74,1,0.0256,0.152,7.67e-06,0.282,0.599,93.991,220768.0,4,6
2300,"Ilaiyaraaja, K. J. Yesudas",Surmayee Ankhiyon Mein - Happy Version,43.0,0.616,0.375,6.0,-7.464,0,0.0254,0.52,,0.0636,0.47,96.351,4.6,4,3
2301,Melanie C,Never Be The Same Again - Acoustic,40.0,0.686,0.387,7.0,-8.148,0,0.0316,0.7,2.66e-06,0.114,0.471,80.991,205134.0,4,9
2302,Basement,Promise Everything,46.0,0.3,0.957,4.0,-5.993,1,0.112,2.67e-05,1.58e-05,0.266,0.352,76.256,157080.0,4,10
2303,Justice,We Are Your Friends - Justice Vs Simian,61.0,0.615,0.97,9.0,1.342,0,0.119,0.0104,0.384,0.178,0.507,122.993,262773.0,4,6
2304,The Stone Roses,Beautiful Thing,40.0,0.643,0.726,,-8.973,1,0.0529,0.00065,0.0108,0.0801,0.553,94.026,422173.0,4,10
2305,Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",55.0,0.854,0.602,6.0,-10.162,0,0.32,0.0689,,0.292,0.592,99.429,252520.0,4,5
2306,Dinosaur Jr.,Start Choppin',53.0,0.373,0.755,2.0,-7.574,1,0.103,0.00411,0.000799,0.0635,0.57,111.813,340187.0,4,1
2307,Nicola Wincenc,SXSPLXN,26.0,0.317,0.905,2.0,-7.521,1,0.0687,0.000639,0.162,0.0721,0.197,135.822,187200.0,4,10
2308,pg.lost,Eraser,46.0,0.242,0.87,7.0,-6.416,1,0.049,5.21e-06,0.76,0.37,0.192,127.01,510240.0,4,8
2309,JAY-Z,Big Pimpin',68.0,0.88,0.814,11.0,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,283067.0,4,5
2310,Creeper,Be My End,43.0,0.367,0.88,,-3.193,1,0.0569,0.00471,0.0011,0.098,0.407,163.826,158545.0,4,10
2311,Varg,Zeichen,22.0,0.197,0.962,9.0,-6.897,0,0.114,0.0007,0.736,0.343,0.0399,167.144,313000.0,3,8
2312,Rich Homie Quan,To Be Worried,44.0,0.494,0.647,4.0,-8.424,0,0.375,0.019,,0.113,0.338,158.599,182303.0,4,5
2313,Toronzo Cannon,The Chicago Way,35.0,0.557,0.933,4.0,-4.871,0,0.0499,0.223,0.00772,0.107,0.648,110.843,262347.0,4,2
2314,The Breeders,Wait in the Car,35.0,0.466,0.77,6.0,-5.852,0,0.0322,0.00596,0.000513,0.202,0.475,140.233,122878.0,4,6
2315,Orden Ogan,Let the Fire Rain,51.0,0.406,0.945,2.0,-2.278,0,0.0673,4.95e-05,0.000166,0.233,0.178,92.464,275746.0,4,8
2316,Bruno Mars,Marry You,75.0,0.62,0.832,10.0,-4.848,1,0.036,0.332,,0.104,0.481,144.926,230120.0,4,9
2317,Marchita,Silvana Estrada,34.0,0.427,0.0767,4.0,-13.472,0,0.0442,0.981,1.73e-06,0.0599,0.352,104.699,3.779116667,4,0
2318,The Horrors,Still Life,50.0,0.392,0.677,7.0,-6.165,1,0.0281,0.00192,0.00486,0.565,0.517,170.091,321133.0,4,1
2319,Daniel Tompkins,Tyrant,29.0,0.526,0.894,11.0,-6.671,1,0.0472,0.000245,0.235,0.0849,0.344,132.044,296430.0,4,8
2320,In Flames,Through Oblivion,41.0,0.52,0.653,1.0,-5.77,1,0.0623,0.00742,0.00415,0.162,0.601,169.948,217267.0,4,8
2321,Lloyd Cole and the Commotions,Rattlesnakes,49.0,0.457,0.884,9.0,-9.954,1,0.0675,0.02,4.17e-05,0.09,0.682,151.747,207427.0,4,6
2322,The Who,The Real Me,43.0,0.492,0.932,5.0,-7.028,0,0.114,0.0625,0.00484,0.34,0.574,148.93,200707.0,4,10
2323,Wooden Shjips,Eclipse,41.0,0.383,0.475,11.0,-11.842,0,0.0278,0.00706,0.759,0.108,0.339,141.423,383101.0,4,6
2324,NOAHFINNCE,Stupid,51.0,0.519,0.682,9.0,-7.335,1,0.0897,0.0176,,0.0926,0.814,156.994,155733.0,4,10
2325,Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5),66.0,0.266,0.294,7.0,-11.938,0,0.0291,0.771,0.697,0.107,0.0397,137.941,811077.0,3,10
2326,James Smith,Say You'll Stay - Acoustic,40.0,0.534,0.258,2.0,-8.007,0,0.0313,0.944,,0.171,0.512,88.771,211452.0,4,9
2327,Inner Wave,Mushroom,51.0,0.703,0.781,4.0,-5.536,1,0.0262,0.262,0.544,0.155,0.845,100.909,166229.0,4,6
2328,YUKIKA,Insomnia - JP Ver.,32.0,0.738,0.802,,-3.827,0,0.0572,0.588,1.82e-05,0.234,0.744,104.95,207125.0,4,9
2329,Sonia Leigh,Jack Is Back,33.0,0.677,0.766,10.0,-7.98,0,0.0419,0.00625,0.000123,0.141,0.589,131.999,161869.0,4,10
2330,Jack Harlow,Baxter Avenue,55.0,0.7,0.676,8.0,-8.74,1,0.372,0.15,,0.106,0.684,92.597,207797.0,4,5
2331,brakence,fuckboy,61.0,0.73,0.61,8.0,-7.784,0,0.238,0.373,,0.144,0.8,146.572,157903.0,4,5
2332,Imagine Dragons,Smoke And Mirrors,48.0,0.601,0.636,7.0,-7.283,1,0.0283,0.0657,0.0218,0.446,0.0812,109.987,260907.0,4,10
2333,MAGENTA,Monogramme (Edit),35.0,0.485,0.525,7.0,-8.542,0,0.0494,0.00388,0.00723,0.12,0.833,193.8,163918.0,4,6
2334,Itay Levi,טעיתי,24.0,0.428,0.703,3.0,-5.042,0,0.0584,0.311,,0.0815,0.489,175.799,301327.0,4,9
2335,Pantera,Walk,73.0,0.43,0.704,1.0,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120.0,4,8
2336,Josh Turner,Would You Go With Me,76.0,0.605,0.864,6.0,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,3.803116667,4,4
2337,Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),71.0,0.527,0.79,2.0,-6.268,1,0.0788,0.016,,0.37,0.236,153.034,177059.0,3,10
2338,Chris Marshall,Tun Up,42.0,0.745,0.828,2.0,-4.041,0,0.0594,0.214,7.25e-05,0.0667,0.853,94.913,226867.0,4,9
2339,Advaita,Rasiya,,0.493,0.582,8.0,-11.906,1,0.0315,0.596,0.925,0.115,0.25,149.981,5.647333333,4,0
2340,New Hope Club,Worse,50.0,0.605,0.653,11.0,-6.658,0,0.0593,0.0602,7.65e-06,0.177,0.755,94.995,194744.0,4,9
2341,Infectious Grooves,Violent & Funky,45.0,0.477,0.899,2.0,-6.058,1,0.121,0.000238,0.000144,0.0598,0.555,104.822,256293.0,4,8
2342,Wig Wam,Kilimanjaro,33.0,0.448,0.585,1.0,-12.226,1,0.0284,0.000604,0.546,0.0632,0.399,84.994,235727.0,4,10
2343,Connie Constance,Electric Girl,41.0,0.504,0.812,2.0,-6.306,1,0.0777,0.14,,0.501,0.4,159.911,171036.0,3,6
2344,La Dispute,Such Small Hands,56.0,0.648,0.732,5.0,-5.194,1,0.0821,0.225,0.00132,0.0682,0.324,159.88,95587.0,4,10
2345,Machine Head,Halo,45.0,0.229,0.969,9.0,-4.701,1,0.214,0.000192,0.0288,0.352,0.106,148.918,542587.0,4,8
2346,Russ,3:15 (Breathe),34.0,0.451,0.627,8.0,-4.59,1,0.127,0.591,0.00958,0.118,0.77,74.69,184000.0,4,5
2347,The Bees,A Minha Menina,44.0,0.521,0.808,9.0,-8.201,0,0.052,0.805,0.0105,0.227,0.834,98.867,170733.0,4,1
2348,I've Been The One (feat. Meg Baird),"Bill Callahan, Bonnie Prince Billy, Meg Baird",36.0,0.625,0.196,9.0,-11.448,1,0.0375,0.834,0.00185,0.0931,0.3,119.637,3.93045,4,0
2349,Chubby Checker,Let's Twist Again,65.0,0.604,0.709,8.0,-6.377,1,0.158,0.0987,,0.0551,0.907,167.832,2.28933333,4,10
2350,Eleine,Mein Herz brennt,44.0,0.546,0.667,7.0,-9.884,1,0.0401,0.000272,0.125,0.108,0.185,83.235,281373.0,4,8
2351,Jean Dawson,Power Freaks,50.0,0.562,0.729,8.0,-6.023,1,0.0381,0.168,0.000425,0.598,0.0643,105.007,252293.0,4,6
2352,The Cold Stares,Head Bent,33.0,0.563,0.939,1.0,-7.322,1,0.061,0.000633,0.00673,0.287,0.587,112.48,154507.0,1,10
2353,Passenger,The Way That I Love You - single version,62.0,0.508,0.323,1.0,-13.239,1,0.0347,0.714,1.93e-05,0.118,0.472,120.861,159761.0,4,9
2354,Ozzy Osbourne,Dreamer,65.0,0.493,0.636,1.0,-7.408,1,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,284907.0,4,10
2355,Motion City Soundtrack,Everything Is Alright,64.0,0.435,0.95,8.0,-3.869,1,0.106,0.000494,,0.317,0.457,160.987,207634.0,4,10
2356,Doli & Penn,את יודעת אמא,28.0,0.575,0.507,4.0,-8.391,0,0.0406,0.273,,0.119,0.271,128.079,213750.0,4,9
2357,A. G. Cook,Jumper,32.0,0.491,0.526,,-7.066,1,0.0317,0.0896,5.5e-06,0.295,0.22,159.954,184920.0,4,6
2358,Andy Sheppard Quartet,Romaria,48.0,0.38,0.054,7.0,-21.941,1,0.037,0.964,0.684,0.151,0.181,134.175,5.191333333,3,7
2359,Kaisaku,Cerulean,32.0,0.586,0.55,5.0,-10.846,1,0.0411,0.0287,0.937,0.0674,0.128,115.974,291724.0,4,9
2360,Gods and Monsters,"Johnny Flynn, Robert Macfarlane",30.0,0.39,0.588,2.0,-8.032,1,0.0341,0.693,0.00174,0.108,0.434,122.284,3.60955,4,0
2361,Franc Moody,Tired of Waiting,50.0,0.776,0.844,10.0,-7.092,0,0.0438,0.00395,0.164,0.0963,0.938,124.988,264696.0,4,6
2362,Charlie Houston,Calls,37.0,0.87,0.41,8.0,-8.804,1,0.182,0.243,2.92e-05,0.127,0.576,83.974,171202.0,4,9
2363,ENOX,Stacker,38.0,0.515,0.974,6.0,-3.211,1,0.047,2.61e-05,0.000466,0.252,0.856,145.891,204010.0,4,8
2364,mui zyu,pour a brain,30.0,0.557,0.289,7.0,-12.165,1,0.0282,0.562,0.853,0.108,0.138,120.031,207915.0,4,6
2365,Slim Harpo,Shake Your Hips - Single Version,39.0,0.746,0.418,7.0,-13.563,1,0.0708,0.984,0.0925,0.132,0.736,94.459,149800.0,4,2
2366,Shemekia Copeland,Money Makes You Ugly,42.0,0.619,0.631,7.0,-4.738,1,0.032,0.066,1.64e-06,0.0957,0.407,116.062,216171.0,4,2
2367,Joe Nichols,Brokenheartsville,59.0,0.686,0.631,10.0,-5.182,1,0.0232,0.126,0.000183,0.107,0.509,103.953,3.839333333,4,4
2368,Kings of Leon,Molly's Chambers,61.0,0.598,0.911,11.0,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,134907.0,4,10
2369,Ketan Mohite,Space Trip,18.0,0.484,0.552,2.0,-13.993,1,0.034,0.00344,0.881,0.0902,0.231,149.984,134400.0,4,6
2370,Requiem,Ben Abraham,41.0,0.36,0.332,11.0,-12.87,1,0.029,0.796,0.00274,0.104,0.632,71.516,3.645666667,4,0
2371,3uki,Lose Control feat. Micah Martin (Radio Edit),26.0,0.572,0.896,11.0,-4.282,0,0.0333,0.0013,5.13e-05,0.113,0.442,126.022,188095.0,4,10
2372,Mystikal,Shake Ya Ass,58.0,0.914,0.607,7.0,-5.658,1,0.32,0.0626,,0.0515,0.666,98.054,256973.0,4,5
2373,THE SCOTTS,THE SCOTTS,82.0,0.716,0.537,,-7.648,0,0.0514,0.233,,0.157,0.28,129.979,165978.0,4,9
2374,Type O Negative,Cinnamon Girl,45.0,0.484,0.913,1.0,-5.942,1,0.045,0.13,0.78,0.0992,0.465,99.052,248333.0,4,8
2375,Backstreet Boys,We've Got It Goin' On - Radio Edit,47.0,0.758,0.875,3.0,-4.518,0,0.0363,0.0851,,0.227,0.91,112.966,3.657783333,4,9
2376,Westlife,Dance,36.0,0.702,0.54,11.0,-5.629,0,0.0469,0.0542,2.2e-05,0.0807,0.21,102.067,2.763783333,4,9
2377,Sam Fischer,Simple,64.0,0.61,0.456,3.0,-8.659,1,0.0968,0.407,,0.138,0.576,72.089,182180.0,4,9
2378,Jay McShann,Blue Devil Jump,28.0,0.732,0.349,7.0,-9.386,0,0.0362,0.718,0.245,0.125,0.77,107.014,207307.0,4,2
2379,Blonder,In and Out,35.0,0.58,0.674,4.0,-6.66,0,0.0327,0.0013,0.562,0.142,0.49,126.976,199741.0,4,10
2380,Ronnie Atkins,Scorpio,34.0,0.465,0.979,7.0,-7.443,1,0.0575,1.08e-05,2.22e-06,0.0917,0.433,137.029,274547.0,4,8
2381,Chris de Burgh,The Lady In Red - Live,35.0,0.465,0.467,10.0,-8.632,1,0.0531,0.939,1.37e-05,0.723,0.412,80.03,4.10245,4,9
2382,Big Thief,Shark Smile - Edit,59.0,0.688,0.737,6.0,-9.31,0,0.0678,0.0769,0.641,0.114,0.666,131.042,194760.0,4,1
2383,Lonely Time,Chris Smither,28.0,0.606,0.452,4.0,-10.376,1,0.0394,0.815,2.24e-05,0.118,0.657,126.687,3.37795,4,0
2384,Pale Saints,She Rides the Waves (John Peel Sessions),25.0,0.0876,0.839,4.0,-9.63,1,0.0565,3.36e-05,0.89,0.258,0.622,169.136,112266.0,4,10
2385,Foo Fighters,Everlong,78.0,0.413,0.881,11.0,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547.0,4,10
2386,Eyal Golan,מנגינת הלב,29.0,0.675,0.925,7.0,-4.631,0,0.0308,0.335,2.02e-06,0.226,0.865,106.013,234333.0,4,9
2387,W.A.S.P.,Sleeping (In The Fire),52.0,0.253,0.646,8.0,-9.326,1,0.0306,9.77e-05,,0.0856,0.178,91.926,235893.0,4,10
2388,The Pink Fairies,Lucille (1970 BBC Top Gear Radio Broadcast),16.0,0.294,0.931,3.0,-6.744,0,0.113,0.0864,0.0274,0.367,0.573,133.948,162893.0,4,2
2389,Bring Me The Horizon,Parasite Eve,69.0,0.589,0.797,9.0,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,291813.0,4,10
2390,Olly Murs,You Don't Know Love,55.0,0.668,0.661,2.0,-5.694,0,0.0496,0.000897,,0.201,0.361,118.696,199013.0,4,9
2391,Nine Inch Nails,The Hand That Feeds,58.0,0.587,0.99,,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,211680.0,4,10
2392,Aviana,Oblivion,47.0,0.26,0.981,6.0,-4.521,1,0.169,2.05e-05,0.0334,0.344,0.194,116.259,248226.0,3,8
2393,Queen Latifah,U.N.I.T.Y.,49.0,0.671,0.745,4.0,-4.095,0,0.343,0.00592,,0.288,0.503,94.261,252407.0,4,5
2394,Digga D,Toxic,66.0,0.647,0.62,8.0,-8.37,1,0.442,0.217,,0.121,0.276,140.221,190286.0,4,5
2395,The Rakes,1989,40.0,0.492,0.942,6.0,-1.574,0,0.0757,0.00302,0.112,0.0531,0.845,168.026,180640.0,4,10
2396,Ten Fé,Waterfalls,47.0,0.484,0.282,6.0,-8.644,1,0.0351,0.405,0.00246,0.124,0.281,179.836,266864.0,4,6
2397,vedawave,Rip,27.0,0.621,0.921,10.0,-6.847,1,0.0418,0.087,0.53,0.232,0.781,120.012,153398.0,4,6
2398,Dirty Heads,Earthquake Weather,55.0,0.756,0.73,9.0,-7.833,1,0.0706,0.133,1.01e-06,0.331,0.65,104.966,205733.0,4,10
2399,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,68.0,0.675,0.368,,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,190393.0,4,6
2400,Miri Mesika,הצל ואני,18.0,0.589,0.673,10.0,-7.344,0,0.0435,0.0916,4.68e-06,0.112,0.508,135.011,327080.0,4,9
2401,The Head And The Heart,Rivers And Roads,58.0,0.5,0.197,,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243,284000.0,3,6
2402,Super Whatevr,dwell on the guilt of saving myself,23.0,0.675,0.844,4.0,-5.92,0,0.0895,0.0212,,0.113,0.668,120.076,173741.0,4,10
2403,The Sleepy Jackson,Good Dancers,44.0,0.529,0.841,11.0,-4.724,0,0.0301,0.0426,0.0136,0.144,0.725,111.997,252133.0,4,6
2404,The Specials,A Message to You Rudy - 2002 Remaster,64.0,0.906,0.45,,-8.003,1,0.0627,0.149,0.000232,0.168,0.969,103.476,172600.0,4,10
2405,The Amboy Dukes,Baby Please Don't Go,35.0,0.404,0.612,,-11.239,1,0.0449,0.00733,0.19,0.641,0.663,93.851,338720.0,4,2
2406,Tyler Terrance,Fernweh,50.0,0.548,0.0988,9.0,-18.816,1,0.0714,0.994,0.94,0.112,0.231,147.367,3.546733333,4,7
2407,Yak,Bellyache,26.0,0.214,0.84,6.0,-3.822,1,0.0523,0.0278,5.9e-05,0.0928,0.316,167.51,221893.0,4,1
2408,COUNTERFEIT.,Getting Over It,29.0,0.406,0.986,10.0,-3.662,0,0.14,0.000288,,0.261,0.423,168.068,157694.0,4,10
2409,Ladytron,Seventeen,70.0,0.642,0.794,8.0,-7.908,1,0.0309,6.98e-05,0.348,0.146,0.785,119.55,277867.0,4,9
2410,Little Big Town,Boondocks,70.0,0.41,0.78,9.0,-5.391,1,0.0332,0.211,,0.48,0.695,88.016,4.539116667,4,4
2411,POORSTACY,Nothing Left,53.0,0.527,0.973,11.0,-3.203,0,0.19,0.000756,8.93e-05,0.361,0.131,134.942,122222.0,4,10
2412,The Cure,Pictures Of You - Remastered,61.0,0.476,0.764,9.0,-6.454,1,0.032,0.00325,0.112,0.138,0.545,171.903,448307.0,4,10
2413,Allman Brothers Band,Melissa,63.0,0.533,0.362,4.0,-14.791,1,0.0244,0.478,0.245,0.0857,0.45,82.993,235224.0,4,10
2414,Northlane,Crash & Burn,53.0,0.227,0.861,8.0,-3.997,1,0.0628,0.000218,6.23e-06,0.155,0.143,74.824,246400.0,1,10
2415,Rauw Alejandro,Todo De Ti,95.0,0.78,0.718,3.0,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,3.32673333,4,9
2416,Manolo Escobar,¡ay Mi Sombrero!,32.0,0.583,0.503,7.0,-5.419,0,0.0348,0.793,7.42e-06,0.0779,0.763,117.49,203173.0,4,9
2417,Mother Mother,Hayloft,84.0,0.527,0.922,9.0,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680.0,4,1
2418,The Killers,The World We Live In,51.0,0.597,0.852,,-6.89,1,0.0248,0.0265,0.00425,0.266,0.559,105.996,278493.0,4,10
2419,The Cure,Friday I'm In Love,75.0,0.526,0.763,,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,215160.0,4,10
2420,Tom Petty,Free Fallin',78.0,0.623,0.449,5.0,-13.333,1,0.0253,0.212,,0.0613,0.572,84.383,4.26666667,4,10
2421,P-Lo,Going Off,38.0,0.912,0.746,10.0,-7.013,0,0.108,0.00583,4.42e-05,0.139,0.583,103.998,123810.0,4,5
2422,Blue Material,Blue Blood,37.0,0.621,0.602,9.0,-7.796,0,0.0279,0.000316,0.853,0.134,0.609,116.011,230152.0,4,6
2423,Bad Wolves,Killing Me Slowly,63.0,0.345,0.89,1.0,-4.175,0,0.0774,0.000725,2.98e-06,0.204,0.276,137.973,237065.0,4,10
2424,Awake Again,Busy Doing Nothing,,0.42,0.985,6.0,-4.362,1,0.109,4.74e-05,2.86e-05,0.277,0.506,111.566,190245.0,4,10
2425,DJ Perro,Jazztas,27.0,0.648,0.882,9.0,-8.615,0,0.125,0.0041,0.589,0.0851,0.717,130.018,302869.0,4,10
